accession,gene,effect_size,se,n_keloid,n_non_keloid,keloid_mean,non_keloid_mean
Sun_Burns,LRIG2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRP1,0.010150336290119948,0.45947124220040675,9,10,0.005754752083807911,-0.005179276875421279
GSE158395,LRP1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRP1,-0.09731285951121606,0.13491975555042682,110,110,-0.04887769453727308,0.0488776945372733
GSE181297,LRP1,0.4210282827878534,0.7720071928594391,4,3,0.22526977918364433,-0.30035970557819286
GSE188952,LRP1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRP1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRP1,0.12896071347217272,0.45994430692151467,10,9,0.06563763763210959,-0.07293070848012156
Sun_Burns,LRP1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRP12,0.4645106945652016,0.46560635077701207,9,10,0.25508944829360536,-0.229580503464243
GSE158395,LRP12,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRP12,0.7845322452034303,0.13993091512798164,110,110,0.36688214888780896,-0.3668821488878077
GSE181297,LRP12,0.4985167368668315,0.775296514871339,4,3,0.2625960818953588,-0.3501281091938114
GSE188952,LRP12,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRP12,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRP12,-0.13868692067802577,0.46001877204801384,10,9,-0.07056012482457912,0.07840013869397608
Sun_Burns,LRP12,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRP1B,-0.7814014703402898,0.476633216593005,9,10,-0.4067253947570912,0.3660528552813847
GSE158395,LRP1B,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRP1B,-0.36100815258498703,0.13593386498782836,110,110,-0.17861022845433067,0.1786102284543308
GSE181297,LRP1B,-0.6949986556022719,0.786024799588575,4,3,-0.3488638939621367,0.46515185861618263
GSE188952,LRP1B,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRP1B,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRP1B,0.11882105616123376,0.4598724269783813,10,9,0.060499912312834414,-0.06722212479204298
Sun_Burns,LRP1B,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRP3,0.43466184368300403,0.4648472624245327,9,10,0.23962077126588227,-0.21565869413928848
GSE158395,LRP3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRP3,0.16669051840725377,0.1350739337020393,110,110,0.08353062842578265,-0.08353062842578228
GSE181297,LRP3,-1.1799802636484562,0.8263093544389564,4,3,-0.5085704525375105,0.6780939367166804
GSE188952,LRP3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRP3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRP3,-1.3686704382833899,0.5103012781643148,10,9,-0.5570092845256027,0.6188992050284468
Sun_Burns,LRP3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRP4,3.7859279071915517,0.7670084117543614,9,10,0.9256701211102261,-0.8331031089992033
GSE158395,LRP4,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRP4,-0.031166361648236326,0.13484815822804677,110,110,-0.01567093011646579,0.015670930116465382
GSE181297,LRP4,-0.4113446615930181,0.771634216511931,4,3,-0.22048465197423844,0.2939795359656493
GSE188952,LRP4,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRP4,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRP4,-1.866843214769931,0.550294796850665,10,9,-0.6630126212019202,0.7366806902243556
Sun_Burns,LRP4,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRP5,-0.6762918395742056,0.47238456887139396,9,10,-0.35916824024843286,0.32325141622359005
GSE158395,LRP5,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRP5,-0.22551780769686444,0.13526790153406013,110,110,-0.11268224694432552,0.11268224694432605
GSE181297,LRP5,-1.4724657305817428,0.8591865752145328,4,3,-0.57358745647033,0.7647832752937744
GSE188952,LRP5,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRP5,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRP5,0.39529337138342574,0.46392147338241746,10,9,0.19705758960025427,-0.21895287733361568
Sun_Burns,LRP5,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRP5L,0.8564713080996736,0.4800154965650969,9,10,0.4389089781676557,-0.3950180803508886
GSE158395,LRP5L,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRP5L,-0.0017078293140901798,0.13483999707297,110,110,-0.0008588286971236332,0.0008588286971235512
GSE181297,LRP5L,-1.2058572077950074,0.8289734733071913,4,3,-0.5151486090096249,0.6868648120128329
GSE188952,LRP5L,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRP5L,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRP5L,0.5053162898821733,0.4667233705380327,10,9,0.24834444628814617,-0.27593827365349305
Sun_Burns,LRP5L,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRP6,0.54815396045287,0.4679938985933355,9,10,0.29743547833563994,-0.26769193050207524
GSE158395,LRP6,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRP6,0.07834793119967189,0.134891693914408,110,110,0.03936873153021481,-0.039368731530214536
GSE181297,LRP6,0.8923410644103799,0.8001312053969523,4,3,0.4227231423341272,-0.5636308564455011
GSE188952,LRP6,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRP6,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRP6,-0.08848065370296616,0.4596924328831732,10,9,-0.04509468274268036,0.05010520304742346
Sun_Burns,LRP6,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRP8,-0.29000229759120116,0.46187044078884737,9,10,-0.1623484120984784,0.146113570888632
GSE158395,LRP8,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRP8,-0.1105801966327946,0.13494298442378735,110,110,-0.05552212779439201,0.05552212779439172
GSE181297,LRP8,-1.1866467516736015,0.8269909819824508,4,3,-0.5102818499585464,0.6803757999447287
GSE188952,LRP8,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRP8,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRP8,-0.5587919798220399,0.4683248619150818,10,9,-0.2724387212992119,0.30270969033245754
Sun_Burns,LRP8,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRPAP1,-0.23868934527036373,0.46109694224944137,9,10,-0.1341654352673626,0.12074889174061738
GSE158395,LRPAP1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRPAP1,-0.15272198895279726,0.13503639245091822,110,110,-0.07657393455614862,0.07657393455614853
GSE181297,LRPAP1,-0.8383233151717242,0.7959474429628404,4,3,-0.4037769570676538,0.5383692760902093
GSE188952,LRPAP1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRPAP1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRPAP1,-0.5147527246874103,0.46699466326814687,10,9,-0.2526378922716516,0.2807087691907231
Sun_Burns,LRPAP1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC1,-1.1693489832326671,0.49708622747730424,9,10,-0.5568350681792092,0.5011515613612892
GSE158395,LRRC1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC1,0.2698750815213359,0.13545237807592403,110,110,0.13447575703908785,-0.1344757570390876
GSE181297,LRRC1,-0.5279923171379304,0.7766890604916372,4,3,-0.27632400659737033,0.3684320087964949
GSE188952,LRRC1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC1,1.0115398694441358,0.4878911421321165,10,9,0.45054206991858176,-0.5006022999095352
Sun_Burns,LRRC1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC15,0.3188606822188242,0.46237073177515975,9,10,0.17803876755015097,-0.1602348907951329
GSE158395,LRRC15,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC15,0.42249271844069153,0.1363359828539857,110,110,0.20780279634960291,-0.2078027963496031
GSE181297,LRRC15,1.3521831277631269,0.844945724278613,4,3,0.5492154013787438,-0.732287201838323
GSE188952,LRRC15,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC15,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC15,-0.30146548388586536,0.4620635539619142,10,9,-0.1517360647058969,0.16859562745099643
Sun_Burns,LRRC15,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC17,-0.5452559685575226,0.4679048006376214,9,10,-0.29599419013737926,0.2663947711236408
GSE158395,LRRC17,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC17,-0.04543945985228683,0.13485737200087008,110,110,-0.022844493572067647,0.022844493572067824
GSE181297,LRRC17,2.185348223244566,0.9614874460032096,4,3,0.6697619759394781,-0.8930159679193034
GSE188952,LRRC17,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC17,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC17,0.4653769904820565,0.465629115043416,10,9,0.22998212586496591,-0.25553569540551774
Sun_Burns,LRRC17,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC2,-0.4079902587798946,0.46421065639714826,9,10,-0.2256505318555182,0.20308547866996712
GSE158395,LRRC2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC2,-0.3869184361173404,0.13609577072621498,110,110,-0.190974961241729,0.19097496124172897
GSE181297,LRRC2,-2.24234987198142,0.9708170202405276,4,3,-0.6749003952879485,0.8998671937172645
GSE188952,LRRC2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC2,1.264839383319846,0.5032013536458644,10,9,0.5289938326701952,-0.5877709251891057
Sun_Burns,LRRC2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC20,-0.36988623645828944,0.46336975261162144,9,10,-0.20546281421678037,0.1849165327950951
GSE158395,LRRC20,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC20,0.31490554239861235,0.1356731156848006,110,110,0.15640114652057927,-0.15640114652057938
GSE181297,LRRC20,-0.3881442182933761,0.7707752405793071,4,3,-0.2089167250218806,0.2785556333625075
GSE188952,LRRC20,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC20,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC20,0.1684283100520354,0.4602799582247745,10,9,0.08557316824322957,-0.09508129804802984
Sun_Burns,LRRC20,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC3,0.739831446398766,0.47488427375028386,9,10,0.38826055294248096,-0.3494344976482361
GSE158395,LRRC3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC3,-0.11563932894665926,0.13495262177384557,110,110,-0.05805389684934771,0.05805389684934762
GSE181297,LRRC3,-0.24272521277274564,0.7665126126807905,4,3,-0.13343306087543255,0.17791074783391073
GSE188952,LRRC3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC3,-0.39215737160248093,0.46385142886614905,10,9,-0.19556465529662134,0.2172940614406928
Sun_Burns,LRRC3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC32,4.3843176919272935,0.846734654359864,9,10,0.9483716378453448,-0.8535344740608087
GSE158395,LRRC32,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC32,0.4483266501058847,0.13652336451048128,110,110,0.21990888182609017,-0.21990888182608972
GSE181297,LRRC32,0.7059136715841836,0.7867192627976427,4,3,0.35328574289245285,-0.4710476571899365
GSE188952,LRRC32,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC32,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC32,0.6423757729985327,0.47113717010178474,10,9,0.30889678924293484,-0.34321865471437185
Sun_Burns,LRRC32,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC49,-1.6748486076484181,0.5337883495594206,9,10,-0.6968973019033122,0.627207571712981
GSE158395,LRRC49,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC49,0.27588006861935305,0.13547986945619214,110,110,0.1374118245991953,-0.13741182459919607
GSE181297,LRRC49,-0.4714866818812068,0.774087774547657,4,3,-0.2497752172429662,0.33303362299062106
GSE188952,LRRC49,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC49,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC49,1.4142496760614165,0.5135614647901673,10,9,0.5685963520340115,-0.6317737244822349
Sun_Burns,LRRC49,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC61,-0.02699828646526129,0.45948916514613447,9,10,-0.015305266346512525,0.013774739711856521
GSE158395,LRRC61,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC61,0.03742132865125237,0.13485177347266436,110,110,0.018814999544799975,-0.018814999544799944
GSE181297,LRRC61,-1.6912928291978406,0.8874980121009005,4,3,-0.6108090173259502,0.8144120231012678
GSE188952,LRRC61,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC61,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC61,0.32393806167375794,0.4624635999907445,10,9,0.16270777072147358,-0.1807864119127476
Sun_Burns,LRRC61,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC8B,-2.301047415286819,0.591986873734731,9,10,-0.8064654369553976,0.7258188932598554
GSE158395,LRRC8B,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC8B,0.10300170567304293,0.13492935315944513,110,110,0.051727583705124015,-0.051727583705123314
GSE181297,LRRC8B,0.055025157876433556,0.7639041840938838,4,3,0.030654279298213162,-0.04087237239761469
GSE188952,LRRC8B,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC8B,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC8B,-0.5470261190102366,0.46795916930246517,10,9,-0.26718730667703106,0.29687478519669985
Sun_Burns,LRRC8B,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC8D,-2.2983646781296434,0.5917125550355866,9,10,-0.8061057521780569,0.7254951769602513
GSE158395,LRRC8D,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC8D,0.5374887175721528,0.13725303541532793,110,110,0.2608871317896017,-0.26088713178960204
GSE181297,LRRC8D,0.16783215962210624,0.7650786281006906,4,3,0.09293629706175466,-0.12391506274900532
GSE188952,LRRC8D,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC8D,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC8D,-0.25734649223618455,0.4613609569662945,10,9,-0.1300067863737691,0.1444519848597432
Sun_Burns,LRRC8D,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRC8E,2.8914754408872105,0.6566031495402787,9,10,0.8696980820334089,-0.7827282738300653
GSE158395,LRRC8E,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRC8E,0.3652068067459295,0.13595935231208525,110,110,0.18061982973728793,-0.18061982973728782
GSE181297,LRRC8E,0.27026478550411936,0.7671705770906426,4,3,0.14808145149491692,-0.1974419353265575
GSE188952,LRRC8E,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRC8E,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRC8E,-0.11408500919897634,0.4598408652528369,10,9,-0.05809821122115792,0.06455356802351035
Sun_Burns,LRRC8E,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRFIP1,-0.34347046788120356,0.46283435096691694,9,10,-0.19131861406223954,0.17218675265601585
GSE158395,LRRFIP1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRFIP1,0.40464582447301245,0.13621288688252467,110,110,0.19938276947289668,-0.19938276947289682
GSE181297,LRRFIP1,1.7341576728570445,0.8933871941339572,4,3,0.6171642690813925,-0.8228856921085302
GSE188952,LRRFIP1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRFIP1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRFIP1,0.7809522473784535,0.4766138411231907,10,9,0.36587546147103117,-0.4065282905233692
Sun_Burns,LRRFIP1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRK1,0.7405783246303379,0.47491490864249347,9,10,0.3885963067973365,-0.3497366761175956
GSE158395,LRRK1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRK1,0.314445990144092,0.13567069323045097,110,110,0.15617850167473965,-0.1561785016747404
GSE181297,LRRK1,0.37590879815569744,0.7703419505646979,4,3,0.2027586285700096,-0.27034483809334436
GSE188952,LRRK1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRK1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRK1,-1.195984704290437,0.49875111489438523,10,9,-0.5091236346669017,0.5656929274076706
Sun_Burns,LRRK1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRN3,-0.4705426269230132,0.46576571324099236,9,10,-0.2581934070953382,0.23237406638580455
GSE158395,LRRN3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRN3,0.23568384247774965,0.135307283899926,110,110,0.11769263170423172,-0.11769263170423187
GSE181297,LRRN3,2.8191405179300046,1.0728540017336043,4,3,0.714215648230696,-0.9522875309742617
GSE188952,LRRN3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRN3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRN3,0.8416106993374747,0.47932328370487004,10,9,0.3893918101804662,-0.43265756686718443
Sun_Burns,LRRN3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LRRTM2,-1.2243703299138449,0.5005603419904211,9,10,-0.574936750680077,0.5174430756120751
GSE158395,LRRTM2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LRRTM2,0.365863628125026,0.13596336567406683,110,110,0.18093399927196396,-0.18093399927196382
GSE181297,LRRTM2,0.6756676912065871,0.7848199746077853,4,3,0.3409354190150317,-0.4545805586867087
GSE188952,LRRTM2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LRRTM2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LRRTM2,0.8676645513902569,0.48054420892965544,10,9,0.39922065969064036,-0.443578510767378
Sun_Burns,LRRTM2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LSAMP,-1.8659437721003935,0.5502145127814497,9,10,-0.7365086842241091,0.6628578158016968
GSE158395,LSAMP,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LSAMP,0.017631798903390592,0.1348425924106644,110,110,0.008866285666895301,-0.008866285666895093
GSE181297,LSAMP,0.7907454020084146,0.7924620296205327,4,3,0.38630185674308937,-0.5150691423241195
GSE188952,LSAMP,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LSAMP,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LSAMP,0.7377980247017305,0.4748010150378233,10,9,0.3486111340939847,-0.387345704548872
Sun_Burns,LSAMP,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LSP1,0.7294356075955224,0.4744608721000708,9,10,0.3835720725097602,-0.3452148652587737
GSE158395,LSP1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LSP1,0.10436689138761202,0.13493173735446845,110,110,0.052411302096581756,-0.05241130209658244
GSE181297,LSP1,-0.3699320006137296,0.7701352548993652,4,3,-0.19973642528056668,0.266315233707422
GSE188952,LSP1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LSP1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LSP1,0.3821045594674834,0.46363058447171124,10,9,0.1907680950626483,-0.21196455006960602
Sun_Burns,LSP1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LSR,0.8471623758044747,0.47958058192332864,9,10,0.4349999192584478,-0.391499927332607
GSE158395,LSR,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LSR,0.06982976786893974,0.13488106037004188,110,110,0.0350940926326379,-0.035094092632637804
GSE181297,LSR,-0.9709371815035336,0.8066414355254886,4,3,-0.44863127892351173,0.5981750385646835
GSE188952,LSR,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LSR,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LSR,-0.4430617140878771,0.4650559079212302,10,9,-0.21959272202386418,0.24399191335984924
Sun_Burns,LSR,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LSS,1.1443162127729969,0.4955507785611501,9,10,0.5483461516249373,-0.49351153646244406
GSE158395,LSS,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LSS,-0.24965764048910252,0.1353642303485353,110,110,-0.12456490969619793,0.12456490969619576
GSE181297,LSS,-0.8300909888741391,0.7953309156964933,4,3,-0.400806396671599,0.5344085288954658
GSE188952,LSS,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LSS,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LSS,-0.47165209274561853,0.4657952429875493,10,9,-0.2328871540659458,0.258763504517718
Sun_Burns,LSS,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LST1,-0.447914480457578,0.4651782228923777,9,10,-0.24651082074962874,0.22185973867466355
GSE158395,LST1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LST1,0.038486518716475356,0.1348524548275137,110,110,0.01935036579290094,-0.019350365792900705
GSE181297,LST1,-1.9243424256495036,0.9207822930926446,4,3,-0.6422411937025398,0.8563215916033856
GSE188952,LST1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LST1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LST1,-0.12882890041225592,0.4599433348337498,10,9,-0.06557088670663591,0.07285654078515075
Sun_Burns,LST1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LTB,-0.3355543697562837,0.46268151366403326,9,10,-0.18705746186022526,0.16835171567417961
GSE158395,LTB,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LTB,-0.2117094383441937,0.1352171728459949,110,110,-0.1058629340700573,0.10586293407005738
GSE181297,LTB,-1.2840232542814543,0.8373163928460547,4,3,-0.5339876951983527,0.7119835935978035
GSE188952,LTB,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LTB,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LTB,0.0019328634940863425,0.45946839872387507,10,9,0.0009862714576438503,-0.0010958571751610426
Sun_Burns,LTB,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LTB4R,-0.09958167491176012,0.459752185312927,9,10,-0.056373612851930356,0.0507362515667269
GSE158395,LTB4R,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LTB4R,-0.2245311533784686,0.13526417115170547,110,110,-0.11219550272057265,0.11219550272057247
GSE181297,LTB4R,-0.6866333546060414,0.7854994785087026,4,3,-0.3454481569183684,0.46059754255782503
GSE188952,LTB4R,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LTB4R,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LTB4R,0.5625985687835534,0.4684447777323645,10,9,0.27413155367031594,-0.30459061518923974
Sun_Burns,LTB4R,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LTB4R2,0.16846629895031043,0.46028032408477465,9,10,0.0951025593291775,-0.08559230339625098
GSE158395,LTB4R2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LTB4R2,-0.24199193906518676,0.13533258777891438,110,110,-0.12079710222412723,0.12079710222412732
GSE181297,LTB4R2,0.31133226787482,0.7682816841909867,4,3,0.1696393879464033,-0.2261858505952048
GSE188952,LTB4R2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LTB4R2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LTB4R2,0.5675663876057809,0.4686024526117415,10,9,0.2763362449569797,-0.3070402721744049
Sun_Burns,LTB4R2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LTBP1,-0.3805745780803424,0.46359746694801074,9,10,-0.2111518424109684,0.19003665816986876
GSE158395,LTBP1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LTBP1,-0.04146950505707099,0.13485446464994028,110,110,-0.020849529098326186,0.020849529098327185
GSE181297,LTBP1,0.8759525022598794,0.7988366296810279,4,3,0.4170745251049379,-0.556099366806587
GSE188952,LTBP1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LTBP1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LTBP1,1.3649823110775292,0.5100412504415897,10,9,0.5560530944159693,-0.6178367715732987
Sun_Burns,LTBP1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LTBP3,0.13258790773607967,0.45997144578137883,9,10,0.07497117913597437,-0.06747406122237247
GSE158395,LTBP3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LTBP3,-0.01934563277725815,0.13484312647655314,110,110,-0.009728021908784553,0.009728021908782887
GSE181297,LTBP3,-1.3551869681341215,0.8452894003690274,4,3,-0.549861984912338,0.7331493132164496
GSE188952,LTBP3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LTBP3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LTBP3,-0.36681494769579187,0.4633054985097303,10,9,-0.18344195157595147,0.2038243906399456
Sun_Burns,LTBP3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LTBP4,-0.41782144524864373,0.4644407214549301,9,10,-0.2308158252898804,0.20773424276088237
GSE158395,LTBP4,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LTBP4,-0.373131367944408,0.13600824689020002,110,110,-0.1844065579013519,0.18440655790135246
GSE181297,LTBP4,-1.1037875971454576,0.8187540065890544,4,3,-0.4881623878576824,0.6508831838102449
GSE188952,LTBP4,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LTBP4,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LTBP4,-0.7238186380854693,0.47423444243999374,10,9,-0.342924426790265,0.38102714087807116
Sun_Burns,LTBP4,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LTC4S,0.42544213451316293,0.4646227454398194,9,10,0.23480706929691963,-0.21132636236723057
GSE158395,LTC4S,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LTC4S,0.02512170693082479,0.13484529098326584,110,110,0.012632129762373219,-0.012632129762373337
GSE181297,LTC4S,-0.8491710138883555,0.796768387097658,4,3,-0.4076574964579017,0.5435433286105354
GSE188952,LTC4S,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,LTC4S,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,LTC4S,0.10330395400924768,0.45977379819165787,10,9,0.05262668028343383,-0.058474089203829
Sun_Burns,LTC4S,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,LTF,-0.04704760838223616,0.4595316752061909,9,10,-0.026665138468334737,0.023998624621508525
GSE158395,LTF,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,LTF,-0.5524143121903857,0.13738765304714162,110,110,-0.2676170680925858,0.26761706809258584
