sample_id,accession,patient_id,platform_id,modality,processed_modality,cell_type,specimen_compartment,disease_label,keloid_vs_normal,scar_type,lesional_status,treatment,encoder_task,encoder_response,contrast_type,eval_grain,cohort_role,lockbox,allow_accession_level_grouping,split_group,keloid_binary,keloid_binary_all_profiles,keloid_vs_normal_scar,keloid_vs_pathologic_scar,keloid_vs_unaffected_skin,clean_keloid_binary,fibroblast_keloid_binary,is_tissue_for_primary_skin
GSE163973_NF2_fib_cluster_4,GSE163973,NF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_4,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF2,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF2_fib_cluster_5,GSE163973,NF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_5,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF2,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF2_fib_cluster_6,GSE163973,NF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_6,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF2,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF2_fib_cluster_7,GSE163973,NF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_7,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF2,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF2_fib_cluster_8,GSE163973,NF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_8,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF2,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF2_fib_cluster_9,GSE163973,NF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_9,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF2,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF2_fib_cluster_11,GSE163973,NF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_11,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF2,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF2_all_cells,GSE163973,NF2,GPL24676,scrna_pseudobulk,scrna_spatial,all_cells,bulk_tissue,normal_scar,normal,normal_scar,control,none,keloid_vs_normal,normal_scar,pseudobulk,donor_tissue,unknown,False,False,scrna_pseudobulk|GSE163973|NF2,non_keloid,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Fibroblast,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,cell_type,Fibroblast,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_Endothelial,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,normal_scar,normal,normal_scar,control,none,cell_type,Endothelial,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Keratinocyte,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,normal_scar,normal,normal_scar,control,none,cell_type,Keratinocyte,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Lymphatic_endothelial,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Lymphatic_endothelial,endothelial,normal_scar,normal,normal_scar,control,none,cell_type,Lymphatic_endothelial,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_muscle_fiber,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,muscle_fiber,scrna_pseudobulk,normal_scar,normal,normal_scar,control,none,cell_type,muscle_fiber,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Melanocytes,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Melanocytes,scrna_pseudobulk,normal_scar,normal,normal_scar,control,none,cell_type,Melanocytes,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Glandular,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Glandular,scrna_pseudobulk,normal_scar,normal,normal_scar,control,none,cell_type,Glandular,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Immune_cell,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Immune_cell,scrna_pseudobulk,normal_scar,normal,normal_scar,control,none,cell_type,Immune_cell,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Endothelial_cluster_0,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Endothelial_cluster_0,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Endothelial_cluster_5,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Endothelial_cluster_5,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Endothelial_cluster_6,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Endothelial_cluster_6,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Fibroblast_cluster_1,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Fibroblast_cluster_1,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_Fibroblast_cluster_3,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Fibroblast_cluster_3,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_Fibroblast_cluster_7,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Fibroblast_cluster_7,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_Fibroblast_cluster_13,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Fibroblast_cluster_13,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_Fibroblast_cluster_14,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Fibroblast_cluster_14,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_Glandular_cluster_15,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Glandular,scrna_pseudobulk,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Glandular_cluster_15,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Immune_cell_cluster_10,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Immune_cell,scrna_pseudobulk,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Immune_cell_cluster_10,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Keratinocyte_cluster_4,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Keratinocyte_cluster_4,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Keratinocyte_cluster_8,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Keratinocyte_cluster_8,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Keratinocyte_cluster_12,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Keratinocyte_cluster_12,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Keratinocyte_cluster_16,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Keratinocyte_cluster_16,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Lymphatic_endothelial_cluster_11,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Lymphatic_endothelial,endothelial,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Lymphatic_endothelial_cluster_11,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_Melanocytes_cluster_19,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,Melanocytes,scrna_pseudobulk,normal_scar,normal,normal_scar,control,none,celltype_subcluster,Melanocytes_cluster_19,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_muscle_fiber_cluster_2,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,muscle_fiber,scrna_pseudobulk,normal_scar,normal,normal_scar,control,none,celltype_subcluster,muscle_fiber_cluster_2,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_muscle_fiber_cluster_9,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,muscle_fiber,scrna_pseudobulk,normal_scar,normal,normal_scar,control,none,celltype_subcluster,muscle_fiber_cluster_9,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE163973_NF3_fib_cluster_0,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_0,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_1,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_1,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_2,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_2,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_3,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_3,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_4,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_4,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_5,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_5,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_6,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_6,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_7,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_7,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_8,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_8,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_9,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_9,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_11,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_11,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_fib_cluster_12,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,normal_scar,normal,normal_scar,control,none,fibroblast_subcluster,fib_cluster_12,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,exclude,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,False
GSE163973_NF3_all_cells,GSE163973,NF3,GPL24676,scrna_pseudobulk,scrna_spatial,all_cells,bulk_tissue,normal_scar,normal,normal_scar,control,none,keloid_vs_normal,normal_scar,pseudobulk,donor_tissue,unknown,False,False,scrna_pseudobulk|GSE163973|NF3,non_keloid,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,False
GSE181297_Ke01_all_barcodes,GSE181297,Ke01,GPL24676,scrna_pseudobulk,scrna_spatial,all_barcodes,bulk_tissue,keloid,keloid,keloid,lesional,none,keloid_vs_normal,keloid,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE181297|Ke01,keloid,keloid,keloid,keloid,keloid,keloid,exclude,True
GSE181297_Ke02_all_barcodes,GSE181297,Ke02,GPL24676,scrna_pseudobulk,scrna_spatial,all_barcodes,bulk_tissue,keloid,keloid,keloid,lesional,none,keloid_vs_normal,keloid,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE181297|Ke02,keloid,keloid,keloid,keloid,keloid,keloid,exclude,True
GSE181297_Pt1_all_barcodes,GSE181297,Pt1,GPL24676,spatial_pseudobulk,scrna_spatial,all_barcodes,bulk_tissue,keloid,keloid,keloid,lesional,none,keloid_vs_normal,keloid,pseudobulk,celltype_pseudobulk,unknown,False,False,spatial_pseudobulk|GSE181297|Pt1,keloid,keloid,keloid,keloid,keloid,keloid,exclude,True
GSE181297_Pt2_all_barcodes,GSE181297,Pt2,GPL24676,spatial_pseudobulk,scrna_spatial,all_barcodes,bulk_tissue,keloid,keloid,keloid,lesional,none,keloid_vs_normal,keloid,pseudobulk,celltype_pseudobulk,unknown,False,False,spatial_pseudobulk|GSE181297|Pt2,keloid,keloid,keloid,keloid,keloid,keloid,exclude,True
GSE181297_NS02_all_barcodes,GSE181297,NS02,GPL24676,scrna_pseudobulk,scrna_spatial,all_barcodes,bulk_tissue,normal_scar,normal,normal_scar,control,none,keloid_vs_normal,normal_scar,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE181297|NS02,non_keloid,non_keloid,non_keloid,exclude,exclude,non_keloid,exclude,True
GSE181297_NSV1_all_barcodes,GSE181297,NSV1,GPL24676,spatial_pseudobulk,scrna_spatial,all_barcodes,bulk_tissue,adjacent_normal,normal,adjacent_normal,control,none,keloid_vs_normal,adjacent_normal,pseudobulk,celltype_pseudobulk,unknown,False,False,spatial_pseudobulk|GSE181297|NSV1,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,exclude,True
GSE181297_NSV2_all_barcodes,GSE181297,NSV2,GPL24676,spatial_pseudobulk,scrna_spatial,all_barcodes,bulk_tissue,adjacent_normal,normal,adjacent_normal,control,none,keloid_vs_normal,adjacent_normal,pseudobulk,celltype_pseudobulk,unknown,False,False,spatial_pseudobulk|GSE181297|NSV2,non_keloid,non_keloid,exclude,exclude,non_keloid,non_keloid,exclude,True
GSE160536_scleroderma_all_cells,GSE160536,pooled_unknown_barcode_mapping,GPL24676,scrna_pseudobulk,scrna_spatial,all_cells,bulk_tissue,scleroderma,unknown,out_of_domain_fibrotic_skin,control,none,out_of_domain_fibrotic_state,scleroderma,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE160536|pooled_unknown_barcode_mapping,exclude,exclude,exclude,exclude,exclude,exclude,exclude,True
GSE32537_GSM806204,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806205,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806207,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806208,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806209,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806210,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806212,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806214,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806216,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806219,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806220,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806221,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806222,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806223,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806225,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806226,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806227,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806228,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806229,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806230,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806231,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806232,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
GSE32537_GSM806234,GSE32537,unknown,GSE32537,external_fibrosis,external_fibrosis,lung,other,ipf,exclude,unknown,unknown,none,fibrosis_binary,fibrotic,sample,profile,existing,False,True,external_fibrosis|GSE32537|accession,exclude,exclude,exclude,exclude,exclude,exclude,exclude,False
