path,method,compressed_size,uncompressed_size,local_offset
masks/20190620_p176_slide5_ac1_vz_s1_p1_r14_a14_ac_full_l1_x0_y128_nucleiexp.tiff,8,6651,144032,2240486813
masks/20190709_p173_slide2_ac1_vz_s1_p1_r9_a9_ac_full_cropmask_l32768_x0_y0_sphere.tiff,8,308,131212,2240493603
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l37_x1644_y341_cyto.tiff,8,23128,296944,2240494056
masks/20190715_p176_slide30_ac1_vz_s1_p1_r16_a16_ac_full_l10_x1082_y1420_cell.tiff,8,757,11124,2240517321
masks/20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l7_x861_y0_nucleiexp.tiff,8,11395,227068,2240518218
masks/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_l10_x1081_y732_cell.tiff,8,452,12590,2240529752
masks/20190625_p173_slide10_ac1_vz_s1_p1_r17_a17_ac_full_l1_x0_y362_cyto.tiff,8,4006,61446,2240530343
masks/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l14_x714_y0_cyto.tiff,8,27009,280060,2240534484
masks/20190708_p173_slide26_ac1_vz_s1_p4_r15_a15_ac_full_cropmask_l2_x0_y0_sphere.tiff,8,2101,184228,2240561626
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l25_x1278_y210_cell.tiff,8,15346,201238,2240563871
masks/20190708_p173_slide26_ac1_vz_s1_p5_r74_a74_ac_full_l1_x14_y2_cell.tiff,8,7793,136060,2240579354
masks/20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l7_x861_y0_cyto.tiff,8,18801,227068,2240587281
masks/20190619_p176_slide43_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y5_cell.tiff,8,17616,239250,2240606216
masks/20190715_p173_slide16_ac1_vz_s1_p2_r37_a37_ac_full_cropmask_l15_x1094_y983_sphere.tiff,8,2067,179386,2240623963
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l9_x421_y508_nucleiexp.tiff,8,19005,345544,2240626180
masks/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l18_x831_y469_nucleiexp.tiff,8,3805,103756,2240645325
masks/20190708_p173_slide26_ac1_vz_s1_p6_r46_a46_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,1585,162772,2240649273
masks/20190715_p173_slide16_ac1_vz_s1_p1_r8_a8_ac_full_l3_x0_y0_cell.tiff,8,23371,299028,2240651002
masks/20190715_p173_slide16_ac1_vz_s1_p2_r22_a22_ac_full_l1_x0_y0_cyto.tiff,8,5867,84136,2240674504
masks/20190708_p173_slide26_ac1_vz_s1_p5_r78_a78_ac_full_l2_x71_y461_cell.tiff,8,23429,305932,2240680504
masks/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l2_x101_y1380_nucleiexp.tiff,8,15912,292168,2240704069
masks/20190715_p173_slide16_ac1_vz_s1_p2_r25_a25_ac_full_l2_x55_y105_nucleiexp.tiff,8,5137,118204,2240720122
masks/20190621_p173_slide13_ac1_vz_s1_p1_r8_a8_ac_full_l5_x172_y197_cell.tiff,8,10536,151446,2240725400
masks/20190710_p173_slide36_ac1_vz_s1_p1_r9_a9_ac_full_l1_x3_y0_cell.tiff,8,14932,207634,2240736071
masks/20190708_p173_slide26_ac1_vz_s1_p4_r12_a12_ac_full_cropmask_l2_x44_y178_sphere.tiff,8,618,22905,2240751134
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l9_x596_y1265_sphere.tiff,8,600,27233,2240751899
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l19_x994_y1524_nucleiexp.tiff,8,898,39468,2240752646
masks/20190715_p176_slide30_ac1_vz_s1_p1_r12_a12_ac_full_l1_x0_y0_cell.tiff,8,3891,71328,2240753686
masks/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l2_x140_y938_cyto.tiff,8,21634,264508,2240757710
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l27_x1467_y1139_nucleiexp.tiff,8,10728,151052,2240779481
masks/20190620_p173_slide34_ac1_vz_s1_p1_r6_a6_ac_full_l4_x361_y0_cyto.tiff,8,22362,250868,2240790352
masks/20190619_p176_slide43_ac1_vz_s1_p1_r9_a9_ac_full_l1_x0_y0_cyto.tiff,8,39225,411532,2240812847
masks/20190715_p173_slide16_ac1_vz_s1_p1_r12_a12_ac_full_l4_x321_y514_cyto.tiff,8,7688,88596,2240852203
masks/20190625_p173_slide10_ac1_vz_s1_p1_r18_a18_ac_full_l5_x404_y500_cyto.tiff,8,21616,178828,2240860028
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l17_x870_y1797_nucleiexp.tiff,8,20496,354412,2240881781
masks/20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_cropmask_l11_x871_y475_sphere.tiff,8,2595,305164,2240902419
masks/20190621_p173_slide4_ac1_vz_s1_p1_r12_a12_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,1161,115466,2240905162
masks/20190711_p176_slide2_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y0_nucleiexp.tiff,8,2909,69064,2240906466
masks/20190710_p173_slide36_ac1_vz_s1_p1_r13_a13_ac_full_l1_x0_y229_cyto.tiff,8,13763,163232,2240909510
masks/20190625_p173_slide10_ac1_vz_s1_p1_r18_a18_ac_full_l7_x545_y718_nucleiexp.tiff,8,2526,49772,2240923408
masks/20190708_p173_slide26_ac1_vz_s1_p6_r60_a60_ac_full_l1_x0_y0_nucleiexp.tiff,8,5157,119412,2240926076
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l37_x1814_y146_cell.tiff,8,9630,157066,2240931371
masks/20190708_p173_slide26_ac1_vz_s1_p5_r77_a77_ac_full_cropmask_l5_x186_y655_sphere.tiff,8,993,80656,2240941138
masks/20190709_p176_slide47_ac1_vz_s1_p1_r6_a6_ac_full_l1_x0_y0_cyto.tiff,8,25746,268492,2240942279
masks/20190708_p176_slide33_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y3_cell.tiff,8,46088,570482,2240968156
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l28_x1362_y1123_cyto.tiff,8,32273,308784,2241014375
masks/20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l15_x840_y1499_sphere.tiff,8,3231,302064,2241046786
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l16_x784_y270_cyto.tiff,8,5417,72436,2241050164
masks/20190621_p173_slide13_ac1_vz_s1_p1_r17_a17_ac_full_l2_x0_y308_cell.tiff,8,24488,279922,2241055717
masks/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l16_x1051_y479_cell.tiff,8,10549,184948,2241080340
masks/20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l7_x217_y829_nucleiexp.tiff,8,9272,168370,2241091025
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l8_x416_y721_nucleiexp.tiff,8,20828,396368,2241100436
masks/20190621_p173_slide13_ac1_vz_s1_p1_r10_a10_ac_full_l3_x399_y98_nucleiexp.tiff,8,8662,134004,2241121404
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l36_x1600_y1436_sphere.tiff,8,2035,167864,2241130207
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l14_x715_y1159_cell.tiff,8,16442,239602,2241132391
masks/20190708_p173_slide26_ac1_vz_s1_p6_r59_a59_ac_full_cropmask_l3_x349_y78_sphere.tiff,8,1971,193498,2241148970
masks/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l14_x762_y650_cyto.tiff,8,12636,134268,2241151088
masks/20190708_p173_slide26_ac1_vz_s1_p4_r8_a8_ac_full_l1_x0_y0_cyto.tiff,8,16574,171244,2241163862
masks/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l37_x1975_y983_cell.tiff,8,15932,220728,2241180567
masks/20190708_p173_slide26_ac1_vz_s1_p5_r77_a77_ac_full_cropmask_l3_x94_y238_sphere.tiff,8,1236,81860,2241196636
masks/20190621_p173_slide4_ac1_vz_s1_p1_r5_a5_ac_full_l1_x0_y0_cyto.tiff,8,15820,163660,2241198019
masks/20190708_p173_slide26_ac1_vz_s1_p6_r54_a54_ac_full_l32768_x0_y0_nucleiexp.tiff,8,3102,90178,2241213969
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l26_x1220_y1328_cell.tiff,8,7756,128124,2241217213
masks/20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l2_x233_y88_nucleiexp.tiff,8,3764,83440,2241225107
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l18_x906_y376_sphere.tiff,8,2226,212632,2241229011
masks/20190620_p176_slide5_ac1_vz_s1_p1_r14_a14_ac_full_cropmask_l3_x155_y0_sphere.tiff,8,1096,81860,2241231384
masks/20190620_p176_slide27_ac1_vz_s1_p1_r11_a11_ac_full_cropmask_l1_x1_y11_sphere.tiff,8,1267,127948,2241232625
masks/20190710_p173_slide36_ac1_vz_s1_p1_r1_a1_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,1146,107818,2241234037
masks/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l10_x582_y990_cyto.tiff,8,5038,57100,2241235325
masks/20190715_p173_slide16_ac1_vz_s1_p2_r37_a37_ac_full_l16_x1235_y259_cell.tiff,8,1075,40012,2241240501
masks/20190620_p176_slide5_ac1_vz_s1_p1_r9_a9_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,1558,206012,2241241715
masks/20190715_p173_slide16_ac1_vz_s1_p2_r37_a37_ac_full_l15_x1094_y983_cell.tiff,8,13801,179386,2241243414
masks/20190620_p173_slide19_ac1_vz_s1_p1_r4_a4_ac_full_l2_x59_y80_nucleiexp.tiff,8,3330,64252,2241257354
masks/20190619_p173_slide31_ac1_vz_s1_p1_r3_a3_ac_full_l1_x0_y0_cyto.tiff,8,13361,124690,2241260822
masks/20190715_p173_slide16_ac1_vz_s1_p2_r34_a34_ac_full_l2_x336_y36_cell.tiff,8,3285,60620,2241274314
masks/20190710_p173_slide36_ac1_vz_s1_p1_r7_a7_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,1186,116142,2241277735
masks/20190710_p176_slide8_ac1_vz_s1_p1_r1_a1_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,957,67068,2241279063
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l2_x130_y1468_sphere.tiff,8,2507,320848,2241280161
masks/20190620_p176_slide5_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y2_cyto.tiff,8,5204,68668,2241282815
masks/20190711_p173_slide28_ac1_vz_s1_p1_r13_a13_ac_full_l1_x0_y190_cyto.tiff,8,19884,209568,2241288149
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l19_x919_y91_nucleiexp.tiff,8,11812,212812,2241308168
masks/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l8_x339_y545_nucleiexp.tiff,8,5382,133228,2241320120
masks/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l34_x2078_y602_nucleiexp.tiff,8,4429,111372,2241325641
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l5_x223_y1835_sphere.tiff,8,3436,330532,2241330214
masks/20190625_p173_slide10_ac1_vz_s1_p1_r17_a17_ac_full_l7_x342_y145_nucleiexp.tiff,8,25171,453292,2241333797
masks/20190715_p173_slide16_ac1_vz_s1_p2_r27_a27_ac_full_l3_x9_y17_nucleiexp.tiff,8,12896,264922,2241359110
masks/20190715_p173_slide16_ac1_vz_s1_p2_r37_a37_ac_full_l6_x404_y925_cell.tiff,8,11324,174988,2241372145
masks/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l31_x1707_y59_cell.tiff,8,3177,66008,2241383606
masks/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l8_x339_y545_cell.tiff,8,7186,133228,2241386919
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l39_x1849_y1453_nucleiexp.tiff,8,1265,28868,2241394239
masks/20190625_p173_slide10_ac1_vz_s1_p1_r18_a18_ac_full_cropmask_l7_x545_y718_sphere.tiff,8,931,49772,2241395647
masks/20190708_p173_slide26_ac1_vz_s1_p4_r5_a5_ac_full_l3_x133_y0_cell.tiff,8,10102,159608,2241396726
masks/20190620_p176_slide5_ac1_vz_s1_p1_r2_a2_ac_full_l1_x3_y0_cell.tiff,8,4823,82220,2241406961
masks/20190708_p173_slide26_ac1_vz_s1_p6_r43_a43_ac_full_l1_x0_y0_cell.tiff,8,3237,44636,2241411914
masks/20190715_p173_slide22_ac1_vz_s1_p1_r20_a20_ac_full_l1_x0_y0_nucleiexp.tiff,8,14590,322060,2241415284
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l20_x1032_y547_cyto.tiff,8,2202,49954,2241430012
masks/20190625_p173_slide10_ac1_vz_s1_p1_r18_a18_ac_full_l2_x261_y260_cell.tiff,8,14170,168418,2241432351
masks/20190711_p173_slide28_ac1_vz_s1_p1_r13_a13_ac_full_cropmask_l3_x282_y286_sphere.tiff,8,2067,142288,2241446658
masks/20190708_p173_slide26_ac1_vz_s1_p6_r63_a63_ac_full_l1_x0_y185_cyto.tiff,8,14899,150388,2241448873
masks/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l17_x868_y350_nucleiexp.tiff,8,6788,158594,2241463907
masks/20190715_p173_slide16_ac1_vz_s1_p1_r12_a12_ac_full_cropmask_l4_x321_y514_sphere.tiff,8,1196,88596,2241470836
masks/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_cropmask_l18_x934_y2173_sphere.tiff,8,1246,82220,2241472180
masks/20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_cropmask_l2_x197_y439_sphere.tiff,8,943,68644,2241473574
masks/20190620_p173_slide34_ac1_vz_s1_p1_r6_a6_ac_full_l3_x318_y293_cyto.tiff,8,4689,68776,2241474664
masks/20190708_p173_slide26_ac1_vz_s1_p4_r5_a5_ac_full_l1_x0_y122_cyto.tiff,8,4339,70900,2241479488
masks/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l11_x701_y305_sphere.tiff,8,1578,115804,2241483960
masks/20190620_p176_slide27_ac1_vz_s1_p1_r22_a22_ac_full_cropmask_l8_x1137_y75_sphere.tiff,8,769,58750,2241485684
masks/20190621_p176_slide36_ac1_vz_s1_p1_r6_a6_ac_full_l1_x0_y5_cell.tiff,8,5203,87430,2241486601
masks/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_cropmask_l7_x495_y1030_sphere.tiff,8,736,39830,2241491935
masks/20190620_p176_slide27_ac1_vz_s1_p1_r13_a13_ac_full_l1_x10_y23_cell.tiff,8,10578,163176,2241492820
masks/20190715_p176_slide30_ac1_vz_s1_p1_r8_a8_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,1519,133492,2241503533
masks/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l7_x488_y399_nucleiexp.tiff,8,12032,236172,2241505194
masks/20190619_p173_slide31_ac1_vz_s1_p1_r6_a6_ac_full_l1_x0_y0_cyto.tiff,8,14377,264652,2241517366
masks/20190709_p173_slide2_ac1_vz_s1_p1_r7_a7_ac_full_l1_x0_y0_cyto.tiff,8,13856,145676,2241531874
masks/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l3_x93_y1195_cyto.tiff,8,12890,157448,2241545860
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l42_x1930_y1392_cell.tiff,8,1636,28828,2241558884
masks/20190711_p173_slide28_ac1_vz_s1_p1_r8_a8_ac_full_cropmask_l1_x0_y2_sphere.tiff,8,1794,204868,2241560658
masks/20190708_p173_slide26_ac1_vz_s1_p4_r12_a12_ac_full_l1_x0_y0_cyto.tiff,8,10811,110938,2241562594
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l42_x1930_y1392_nucleiexp.tiff,8,1245,28828,2241573538
masks/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l21_x834_y1435_cell.tiff,8,40146,464444,2241574926
masks/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l39_x2164_y333_cyto.tiff,8,14416,179980,2241615211
masks/20190709_p173_slide2_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y0_cell.tiff,8,3967,73180,2241629764
masks/20190625_p173_slide10_ac1_vz_s1_p1_r6_a6_ac_full_l1_x12_y0_cyto.tiff,8,4238,73754,2241633861
masks/20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l1_x30_y871_sphere.tiff,8,1258,99454,2241638231
masks/20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l3_x46_y161_cell.tiff,8,21597,280504,2241639633
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l4_x258_y441_cyto.tiff,8,3879,64150,2241661363
masks/20190620_p176_slide27_ac1_vz_s1_p1_r22_a22_ac_full_l2_x245_y364_cyto.tiff,8,40856,392764,2241665377
masks/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_cropmask_l7_x488_y399_sphere.tiff,8,2702,236172,2241706370
masks/20190715_p173_slide16_ac1_vz_s1_p1_r8_a8_ac_full_l4_x39_y328_cyto.tiff,8,20309,209292,2241709218
masks/20190715_p176_slide30_ac1_vz_s1_p1_r16_a16_ac_full_l5_x368_y1225_nucleiexp.tiff,8,19180,299414,2241729661
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l30_x1389_y740_cell.tiff,8,34086,413296,2241748984
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l31_x1579_y291_nucleiexp.tiff,8,5221,109762,2241783207
masks/20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l2_x81_y639_cyto.tiff,8,16273,163138,2241788570
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l25_x1165_y343_nucleiexp.tiff,8,12901,260008,2241804976
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l13_x622_y2246_nucleiexp.tiff,8,15479,273780,2241818019
masks/20190715_p173_slide16_ac1_vz_s1_p2_r31_a31_ac_full_l1_x0_y0_nucleiexp.tiff,8,2457,68710,2241833640
masks/20190621_p173_slide13_ac1_vz_s1_p1_r1_a1_ac_full_cropmask_l1_x0_y1_sphere.tiff,8,1727,199036,2241836235
masks/20190709_p173_slide2_ac1_vz_s1_p1_r3_a3_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,839,59788,2241838104
masks/20190715_p173_slide22_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y0_nucleiexp.tiff,8,9847,181808,2241839084
masks/20190621_p173_slide13_ac1_vz_s1_p1_r10_a10_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,1833,166158,2241849067
masks/20190708_p173_slide26_ac1_vz_s1_p6_r63_a63_ac_full_l1_x0_y185_cell.tiff,8,12124,150388,2241851044
masks/20190619_p173_slide31_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y0_cyto.tiff,8,7243,81892,2241863303
masks/20190708_p173_slide26_ac1_vz_s1_p5_r72_a72_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,2297,286398,2241870677
masks/20190621_p176_slide36_ac1_vz_s1_p1_r3_a3_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,2239,314974,2241873118
masks/20190709_p173_slide2_ac1_vz_s1_p1_r4_a4_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,980,73180,2241875499
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l9_x421_y508_cell.tiff,8,27767,345544,2241876620
masks/20190619_p173_slide8_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y0_nucleiexp.tiff,8,15108,281220,2241904522
masks/20190710_p173_slide6_ac1_vz_s1_p1_r1_a1_ac_full_l1_x16_y0_cyto.tiff,8,7772,124660,2241919765
masks/20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l4_x146_y1043_cell.tiff,8,7490,99060,2241927668
masks/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_cropmask_l8_x621_y485_sphere.tiff,8,1744,106768,2241935293
masks/20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l7_x599_y1328_nucleiexp.tiff,8,8843,192908,2241937185
masks/20190708_p173_slide39_ac1_vz_s1_p1_r3_a3_ac_full_l1_x2_y0_nucleiexp.tiff,8,2137,61388,2241946170
masks/20190708_p173_slide26_ac1_vz_s1_p6_r63_a63_ac_full_l1_x0_y185_nucleiexp.tiff,8,9250,150388,2241948443
masks/20190621_p176_slide36_ac1_vz_s1_p1_r12_a12_ac_full_l3_x411_y92_cyto.tiff,8,28848,280224,2241957833
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l7_x461_y2066_nucleiexp.tiff,8,11620,222988,2241986817
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l12_x703_y2225_sphere.tiff,8,2596,288140,2241998578
masks/20190620_p173_slide19_ac1_vz_s1_p1_r22_a22_ac_full_l7_x289_y94_nucleiexp.tiff,8,5755,85644,2242001322
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l24_x1089_y2329_sphere.tiff,8,1627,184860,2242007218
masks/20190708_p173_slide26_ac1_vz_s1_p4_r31_a31_ac_full_cropmask_l4_x867_y0_sphere.tiff,8,1721,153726,2242008994
masks/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l12_x636_y1878_nucleiexp.tiff,8,14253,221340,2242010861
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l43_x2301_y814_cyto.tiff,8,25765,280756,2242025256
masks/20190711_p173_slide28_ac1_vz_s1_p1_r4_a4_ac_full_l1_x2_y0_nucleiexp.tiff,8,11221,206222,2242051158
masks/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l15_x992_y210_cyto.tiff,8,19366,196792,2242062515
masks/20190715_p173_slide16_ac1_vz_s1_p1_r12_a12_ac_full_cropmask_l1_x0_y270_sphere.tiff,8,3529,323836,2242082016
masks/20190708_p173_slide26_ac1_vz_s1_p6_r60_a60_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,1361,119412,2242085691
masks/20190620_p176_slide5_ac1_vz_s1_p1_r2_a2_ac_full_l1_x3_y0_cyto.tiff,8,5973,82220,2242087196
masks/20190619_p173_slide8_ac1_vz_s1_p1_r3_a3_ac_full_l1_x0_y0_cell.tiff,8,6567,97788,2242093299
masks/20190708_p176_slide33_ac1_vz_s1_p1_r3_a3_ac_full_l2_x0_y0_nucleiexp.tiff,8,2095,39958,2242099996
masks/20190625_p173_slide10_ac1_vz_s1_p1_r18_a18_ac_full_l9_x542_y250_nucleiexp.tiff,8,16125,247060,2242102227
masks/20190621_p173_slide13_ac1_vz_s1_p1_r8_a8_ac_full_cropmask_l2_x85_y426_sphere.tiff,8,1180,95388,2242118494
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l5_x255_y839_cyto.tiff,8,21610,243628,2242119819
masks/20190708_p173_slide26_ac1_vz_s1_p6_r35_a35_ac_full_l1_x0_y0_cell.tiff,8,8331,111652,2242141564
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l36_x1699_y376_cell.tiff,8,35954,411112,2242150028
masks/20190708_p173_slide26_ac1_vz_s1_p4_r26_a26_ac_full_l1_x0_y0_cyto.tiff,8,15202,158140,2242186119
masks/20190715_p173_slide22_ac1_vz_s1_p1_r13_a13_ac_full_l3_x271_y153_cyto.tiff,8,5683,60108,2242201454
masks/20190715_p176_slide30_ac1_vz_s1_p1_r16_a16_ac_full_l7_x746_y382_cell.tiff,8,25542,336924,2242207274
masks/20190620_p173_slide19_ac1_vz_s1_p1_r22_a22_ac_full_cropmask_l2_x5_y0_sphere.tiff,8,2232,198752,2242232953
masks/20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l4_x146_y1043_sphere.tiff,8,1506,99060,2242235329
masks/20190708_p173_slide26_ac1_vz_s1_p6_r32_a32_ac_full_l1_x0_y2_nucleiexp.tiff,8,4794,110104,2242236981
masks/20190708_p173_slide26_ac1_vz_s1_p4_r15_a15_ac_full_l2_x0_y0_nucleiexp.tiff,8,11084,184228,2242241913
masks/20190715_p173_slide16_ac1_vz_s1_p1_r3_a3_ac_full_cropmask_l32768_x0_y0_sphere.tiff,8,245,61960,2242253135
masks/20190708_p173_slide26_ac1_vz_s1_p4_r22_a22_ac_full_l32768_x0_y0_cell.tiff,8,2071,55138,2242253526
masks/20190715_p176_slide30_ac1_vz_s1_p1_r3_a3_ac_full_cropmask_l2_x167_y0_sphere.tiff,8,1535,106488,2242255734
masks/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l19_x879_y765_cell.tiff,8,61197,680948,2242257413
masks/20190711_p173_slide28_ac1_vz_s1_p1_r13_a13_ac_full_l5_x571_y153_nucleiexp.tiff,8,23201,348148,2242318746
masks/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l19_x994_y1524_sphere.tiff,8,604,39468,2242342089
masks/20190708_p173_slide26_ac1_vz_s1_p4_r25_a25_ac_full_l1_x0_y0_cyto.tiff,8,10281,135964,2242342841
masks/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l3_x313_y767_nucleiexp.tiff,8,7204,171958,2242353255
masks/20190620_p176_slide27_ac1_vz_s1_p1_r5_a5_ac_full_cropmask_l2_x38_y320_sphere.tiff,8,1945,178052,2242360599
masks/20190620_p173_slide19_ac1_vz_s1_p1_r22_a22_ac_full_l4_x243_y1127_nucleiexp.tiff,8,310,12676,2242362689
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l37_x1833_y497_sphere.tiff,8,3315,347152,2242363142
masks/20190621_p173_slide4_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_cell.tiff,8,11725,167624,2242366605
masks/20190620_p173_slide19_ac1_vz_s1_p1_r13_a13_ac_full_l32768_x0_y0_cell.tiff,8,520,26258,2242378462
masks/20190708_p173_slide26_ac1_vz_s1_p6_r60_a60_ac_full_l1_x0_y0_cyto.tiff,8,9174,119412,2242379119
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_cropmask_l4_x79_y1647_sphere.tiff,8,2041,167884,2242388426
masks/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_l2_x0_y293_nucleiexp.tiff,8,10736,195830,2242390613
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l25_x1165_y343_cell.tiff,8,17848,260008,2242401489
masks/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1446_y772_nucleiexp.tiff,8,26285,365836,2242419474
masks/20190708_p173_slide26_ac1_vz_s1_p6_r43_a43_ac_full_cropmask_l1_x0_y0_sphere.tiff,8,649,44636,2242445901
