image_id,image_number,image_pos_x,image_pos_y,image_shape_h,image_shape_w,crop_number,acquisition_id,bc_depth,bc_invalid,bc_valid,bc_highest_count,bc_second_count,condition_id,condition_name,time_point,barcode,concentration,plate_id,bc_plate,bc_x,bc_y,well_name,sampleblock_id,site_id,acquisition_mcd_acid,acquisition_mcd_roiid,slideac_id,site_mcd_panoramaid,slide_id,slideac_name,slide_number,sampleblock_name,cellline,hastelox,mask_filename_cell,mask_filename_cyto,mask_filename_nucleiexp,image_stack_filename_FullStackComp,image_stack_filename_FullStackFiltered
59,59,82,1305,314,392,3,16,30.0,111,59,57,1,32,T-47D_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,7,C,C07,2,3,6,6,3,1,3,20190619_p176_slide20_ac1_vz,20,p176,T-47D,0,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l3_x82_y1305_cell.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l3_x82_y1305_cyto.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l3_x82_y1305_nucleiexp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l3_x82_y1305_comp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l3_x82_y1305_filtered.tiff
364,364,0,1215,250,313,1,168,30.0,80,47,46,1,32,T-47D_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,7,C,C07,2,20,15,15,18,1,18,20190709_p176_slide11_ac1_vz,11,p176,T-47D,0,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l1_x0_y1215_cell.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l1_x0_y1215_cyto.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l1_x0_y1215_nucleiexp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l1_x0_y1215_comp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l1_x0_y1215_filtered.tiff
413,413,97,1467,342,442,2,172,30.0,135,57,57,0,32,T-47D_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,7,C,C07,2,21,7,7,19,1,19,20190709_p176_slide16_ac1_vz,16,p176,T-47D,0,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l2_x97_y1467_cell.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l2_x97_y1467_cyto.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l2_x97_y1467_nucleiexp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l2_x97_y1467_comp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l2_x97_y1467_filtered.tiff
685,685,101,1380,350,417,2,254,30.0,126,46,45,1,32,T-47D_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,7,C,C07,2,33,4,4,30,1,12,20190715_p176_slide14_ac1_vz,14,p176,T-47D,0,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l2_x101_y1380_cell.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l2_x101_y1380_cyto.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l2_x101_y1380_nucleiexp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l2_x101_y1380_comp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l2_x101_y1380_filtered.tiff
60,60,1446,772,448,408,30,16,30.0,146,60,59,1,12,HT-29_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 1, 'In113': 0, 'In115': 0}",1.0,176,1,7,B,B07,2,3,6,6,3,1,3,20190619_p176_slide20_ac1_vz,20,p176,HT-29,0,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1446_y772_cell.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1446_y772_cyto.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1446_y772_nucleiexp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1446_y772_comp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1446_y772_filtered.tiff
146,146,0,90,324,295,1,51,30.0,37,71,71,0,12,HT-29_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 1, 'In113': 0, 'In115': 0}",1.0,176,1,7,B,B07,2,7,16,16,7,1,7,20190620_p176_slide27_ac1_vz,27,p176,HT-29,0,20190620_p176_slide27_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y90_cell.tiff,20190620_p176_slide27_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y90_cyto.tiff,20190620_p176_slide27_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y90_nucleiexp.tiff,20190620_p176_slide27_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y90_comp.tiff,20190620_p176_slide27_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y90_filtered.tiff
381,381,1167,348,374,372,25,168,30.0,113,64,64,0,12,HT-29_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 1, 'In113': 0, 'In115': 0}",1.0,176,1,7,B,B07,2,20,15,15,18,1,18,20190709_p176_slide11_ac1_vz,11,p176,HT-29,0,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l25_x1167_y348_cell.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l25_x1167_y348_cyto.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l25_x1167_y348_nucleiexp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l25_x1167_y348_comp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l25_x1167_y348_filtered.tiff
425,425,1389,740,462,447,30,172,30.0,172,62,62,0,12,HT-29_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 1, 'In113': 0, 'In115': 0}",1.0,176,1,7,B,B07,2,21,7,7,19,1,19,20190709_p176_slide16_ac1_vz,16,p176,HT-29,0,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l30_x1389_y740_cell.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l30_x1389_y740_cyto.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l30_x1389_y740_nucleiexp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l30_x1389_y740_comp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l30_x1389_y740_filtered.tiff
504,504,1426,715,388,407,34,188,30.0,142,78,78,0,12,HT-29_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 1, 'In113': 0, 'In115': 0}",1.0,176,1,7,B,B07,2,25,6,6,23,1,23,20190710_p176_slide23_ac1_vz,23,p176,HT-29,0,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1426_y715_cell.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1426_y715_cyto.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1426_y715_nucleiexp.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1426_y715_comp.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1426_y715_filtered.tiff
541,541,0,0,228,212,1,192,30.0,38,41,41,0,12,HT-29_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 1, 'In113': 0, 'In115': 0}",1.0,176,1,7,B,B07,2,26,4,4,24,1,24,20190710_p176_slide8_ac1_vz,8,p176,HT-29,0,20190710_p176_slide8_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y0_cell.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y0_cyto.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y0_nucleiexp.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y0_comp.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y0_filtered.tiff
695,695,1463,685,440,429,29,254,30.0,158,70,70,0,12,HT-29_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 1, 'Pd110': 1, 'In113': 0, 'In115': 0}",1.0,176,1,7,B,B07,2,33,4,4,30,1,12,20190715_p176_slide14_ac1_vz,14,p176,HT-29,0,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l29_x1463_y685_cell.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l29_x1463_y685_cyto.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l29_x1463_y685_nucleiexp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l29_x1463_y685_comp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l29_x1463_y685_filtered.tiff
61,61,1518,4,320,324,31,16,30.0,137,41,40,1,70,DLD-1_c0.25_tp96,96.0,"{'Pd102': 0, 'Pd104': 1, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,176,1,6,E,E06,2,3,6,6,3,1,3,20190619_p176_slide20_ac1_vz,20,p176,DLD-1,0,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l31_x1518_y4_cell.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l31_x1518_y4_cyto.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l31_x1518_y4_nucleiexp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l31_x1518_y4_comp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l31_x1518_y4_filtered.tiff
420,420,1333,0,240,244,26,172,30.0,73,42,41,1,70,DLD-1_c0.25_tp96,96.0,"{'Pd102': 0, 'Pd104': 1, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,176,1,6,E,E06,2,21,7,7,19,1,19,20190709_p176_slide16_ac1_vz,16,p176,DLD-1,0,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l26_x1333_y0_cell.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l26_x1333_y0_cyto.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l26_x1333_y0_nucleiexp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l26_x1333_y0_comp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l26_x1333_y0_filtered.tiff
494,494,1176,25,332,309,25,188,30.0,137,50,50,0,70,DLD-1_c0.25_tp96,96.0,"{'Pd102': 0, 'Pd104': 1, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,176,1,6,E,E06,2,25,6,6,23,1,23,20190710_p176_slide23_ac1_vz,23,p176,DLD-1,0,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l25_x1176_y25_cell.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l25_x1176_y25_cyto.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l25_x1176_y25_nucleiexp.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l25_x1176_y25_comp.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l25_x1176_y25_filtered.tiff
716,716,0,0,166,166,1,256,30.0,18,24,24,0,70,DLD-1_c0.25_tp96,96.0,"{'Pd102': 0, 'Pd104': 1, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,176,1,6,E,E06,2,34,11,11,31,1,30,20190715_p176_slide30_ac1_vz,30,p176,DLD-1,0,20190715_p176_slide30_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_cell.tiff,20190715_p176_slide30_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_cyto.tiff,20190715_p176_slide30_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_nucleiexp.tiff,20190715_p176_slide30_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_comp.tiff,20190715_p176_slide30_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_filtered.tiff
62,62,1537,493,345,334,32,16,30.0,134,40,38,1,66,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,176,1,4,E,E04,2,3,6,6,3,1,3,20190619_p176_slide20_ac1_vz,20,p176,DLD-1,0,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l32_x1537_y493_cell.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l32_x1537_y493_cyto.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l32_x1537_y493_nucleiexp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l32_x1537_y493_comp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l32_x1537_y493_filtered.tiff
378,378,1157,84,232,237,22,168,30.0,54,42,42,0,66,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,176,1,4,E,E04,2,20,15,15,18,1,18,20190709_p176_slide11_ac1_vz,11,p176,DLD-1,0,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l22_x1157_y84_cell.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l22_x1157_y84_cyto.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l22_x1157_y84_nucleiexp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l22_x1157_y84_comp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l22_x1157_y84_filtered.tiff
423,423,1412,448,326,327,29,172,30.0,141,24,24,0,66,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,176,1,4,E,E04,2,21,7,7,19,1,19,20190709_p176_slide16_ac1_vz,16,p176,DLD-1,0,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l29_x1412_y448_cell.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l29_x1412_y448_cyto.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l29_x1412_y448_nucleiexp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l29_x1412_y448_comp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l29_x1412_y448_filtered.tiff
500,500,1386,477,280,272,30,188,30.0,107,36,36,0,66,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,176,1,4,E,E04,2,25,6,6,23,1,23,20190710_p176_slide23_ac1_vz,23,p176,DLD-1,0,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1386_y477_cell.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1386_y477_cyto.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1386_y477_nucleiexp.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1386_y477_comp.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l30_x1386_y477_filtered.tiff
694,694,1484,384,324,321,28,254,30.0,142,41,41,0,66,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,176,1,4,E,E04,2,33,4,4,30,1,12,20190715_p176_slide14_ac1_vz,14,p176,DLD-1,0,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l28_x1484_y384_cell.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l28_x1484_y384_cyto.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l28_x1484_y384_nucleiexp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l28_x1484_y384_comp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l28_x1484_y384_filtered.tiff
63,63,1580,1515,373,347,33,16,30.0,156,31,30,1,22,DLD-1_c1.0_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,2,C,C02,2,3,6,6,3,1,3,20190619_p176_slide20_ac1_vz,20,p176,DLD-1,0,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l33_x1580_y1515_cell.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l33_x1580_y1515_cyto.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l33_x1580_y1515_nucleiexp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l33_x1580_y1515_comp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l33_x1580_y1515_filtered.tiff
181,181,0,0,308,334,1,70,30.0,118,31,28,2,22,DLD-1_c1.0_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,2,C,C02,2,8,9,9,8,1,8,20190620_p176_slide5_ac1_vz,5,p176,DLD-1,0,20190620_p176_slide5_ac1_vz_s1_p1_r9_a9_ac_full_l1_x0_y0_cell.tiff,20190620_p176_slide5_ac1_vz_s1_p1_r9_a9_ac_full_l1_x0_y0_cyto.tiff,20190620_p176_slide5_ac1_vz_s1_p1_r9_a9_ac_full_l1_x0_y0_nucleiexp.tiff,20190620_p176_slide5_ac1_vz_s1_p1_r9_a9_ac_full_l1_x0_y0_comp.tiff,20190620_p176_slide5_ac1_vz_s1_p1_r9_a9_ac_full_l1_x0_y0_filtered.tiff
384,384,1386,985,442,430,28,168,30.0,206,41,37,1,22,DLD-1_c1.0_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,2,C,C02,2,20,15,15,18,1,18,20190709_p176_slide11_ac1_vz,11,p176,DLD-1,0,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l28_x1386_y985_cell.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l28_x1386_y985_cyto.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l28_x1386_y985_nucleiexp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l28_x1386_y985_comp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l28_x1386_y985_filtered.tiff
429,429,1571,1467,444,404,34,172,30.0,211,37,36,1,22,DLD-1_c1.0_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,2,C,C02,2,21,7,7,19,1,19,20190709_p176_slide16_ac1_vz,16,p176,DLD-1,0,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l34_x1571_y1467_cell.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l34_x1571_y1467_cyto.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l34_x1571_y1467_nucleiexp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l34_x1571_y1467_comp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l34_x1571_y1467_filtered.tiff
527,527,871,475,397,384,11,190,30.0,195,36,33,1,22,DLD-1_c1.0_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,2,C,C02,2,26,14,14,24,1,24,20190710_p176_slide8_ac1_vz,8,p176,DLD-1,0,20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l11_x871_y475_cell.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l11_x871_y475_cyto.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l11_x871_y475_nucleiexp.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l11_x871_y475_comp.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l11_x871_y475_filtered.tiff
566,566,0,0,191,189,1,207,30.0,51,22,22,0,22,DLD-1_c1.0_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,2,C,C02,2,28,2,2,26,1,26,20190711_p176_slide2_ac1_vz,2,p176,DLD-1,0,20190711_p176_slide2_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y0_cell.tiff,20190711_p176_slide2_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y0_cyto.tiff,20190711_p176_slide2_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y0_nucleiexp.tiff,20190711_p176_slide2_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y0_comp.tiff,20190711_p176_slide2_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y0_filtered.tiff
700,700,1603,1376,443,444,33,254,30.0,213,45,43,2,22,DLD-1_c1.0_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,2,C,C02,2,33,4,4,30,1,12,20190715_p176_slide14_ac1_vz,14,p176,DLD-1,0,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l33_x1603_y1376_cell.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l33_x1603_y1376_cyto.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l33_x1603_y1376_nucleiexp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l33_x1603_y1376_comp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l33_x1603_y1376_filtered.tiff
64,64,1760,394,206,213,34,16,30.0,54,31,30,1,112,T-47D_c0.25_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 0, 'Pd110': 0, 'In113': 1, 'In115': 1}",0.25,176,1,7,G,G07,2,3,6,6,3,1,3,20190619_p176_slide20_ac1_vz,20,p176,T-47D,0,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1760_y394_cell.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1760_y394_cyto.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1760_y394_nucleiexp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1760_y394_comp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1760_y394_filtered.tiff
426,426,1579,291,231,237,31,172,30.0,69,26,26,0,112,T-47D_c0.25_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 0, 'Pd110': 0, 'In113': 1, 'In115': 1}",0.25,176,1,7,G,G07,2,21,7,7,19,1,19,20190709_p176_slide16_ac1_vz,16,p176,T-47D,0,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l31_x1579_y291_cell.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l31_x1579_y291_cyto.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l31_x1579_y291_nucleiexp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l31_x1579_y291_comp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l31_x1579_y291_filtered.tiff
699,699,1685,235,217,225,32,254,30.0,63,37,36,1,112,T-47D_c0.25_tp96,96.0,"{'Pd102': 0, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 0, 'Pd110': 0, 'In113': 1, 'In115': 1}",0.25,176,1,7,G,G07,2,33,4,4,30,1,12,20190715_p176_slide14_ac1_vz,14,p176,T-47D,0,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l32_x1685_y235_cell.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l32_x1685_y235_cyto.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l32_x1685_y235_nucleiexp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l32_x1685_y235_comp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l32_x1685_y235_filtered.tiff
